longitud_url,caracteres_especiales,uso_subdominios,verificar_https,similitud_url_legitimas,palabras_clave_sospechosas,ip_en_lugar_de_dominio,url_acortada,puerto_no_estandar,terminos_seguridad_falsos,profundidad_url,archivo_descargable_sospechoso,parametros_sensibles_url,entropia_url,status_binario
75,13,2,1,[0.17407766],0,0,False,0,False,4,False,0,4.36937939946618,0
74,11,3,0,[0.19245009],0,0,False,0,False,2,False,0,4.295630271807576,0
69,13,3,1,[0.],0,0,False,0,False,5,False,0,4.6475099647423015,1
33,6,3,1,[0.],0,0,False,0,False,1,False,0,4.513794876803093,1
27,5,2,0,[0.28867513],0,0,False,0,False,0,False,0,3.8380398168981564,0
36,7,3,0,[0.47140452],0,0,False,0,False,2,False,0,4.0724312513221195,0
81,10,3,0,[0.38490018],0,0,False,0,False,4,False,0,4.324435659079415,0
73,17,5,1,[0.18257419],0,0,True,0,False,4,False,0,4.365162100304156,1
29,7,3,1,[0.25819889],0,0,False,0,False,2,False,0,4.073329701949522,0
28,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,4.039148671903071,0
141,21,2,0,[0.24618298],0,0,False,0,True,10,False,0,4.253947650613245,1
56,11,5,0,[0.38490018],0,0,True,0,False,1,False,0,4.581833663430985,1
23,5,2,1,[0.],0,0,False,0,False,1,False,0,3.7950885863977324,1
62,10,5,0,[0.54772256],0,0,True,0,False,1,False,0,4.583329883617665,1
41,8,3,1,[0.],0,0,False,0,False,2,False,0,4.198777004512548,0
112,19,3,0,[0.36514837],0,0,False,0,False,5,False,0,4.624687596680645,0
33,6,3,0,[0.51639778],0,0,False,0,False,1,False,0,3.98319563424773,0
44,10,3,0,[0.21821789],0,0,False,0,False,2,False,0,4.278200517477363,0
34,7,3,0,[0.25819889],0,0,False,0,False,2,False,0,3.8221819586428727,1
88,18,3,1,[0.],0,0,False,0,False,2,False,0,4.625339682088916,0
57,12,3,0,[0.18257419],0,0,False,0,False,5,False,0,4.242623296373615,1
250,15,5,0,[0.25819889],0,0,False,0,False,2,False,0,4.537450460421296,1
28,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.8423709931771084,0
55,8,3,1,[0.23570226],0,0,False,0,False,3,False,0,4.379658187528279,1
86,11,4,0,[0.18257419],0,0,False,0,False,2,False,0,4.435863267177969,0
73,10,2,0,[0.38490018],0,0,False,0,False,3,False,0,4.6243734496357,0
75,13,4,0,[0.17407766],0,0,False,0,False,4,False,0,4.452040277613462,0
86,14,2,0,[0.28005602],0,0,False,0,False,8,False,0,4.526295609892807,1
21,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.52257158913636,0
88,9,2,1,[0.20412415],0,0,False,0,False,4,False,0,4.464669619731898,1
56,10,3,0,[0.38490018],0,0,False,0,False,2,False,0,4.027913127562166,0
24,6,3,1,[0.],0,0,False,0,False,1,False,0,3.8553885422075345,0
107,13,3,1,[0.16666667],0,0,False,0,False,1,False,0,5.04390697356203,1
66,13,2,0,[0.33333333],0,0,False,0,False,3,False,0,4.395757756472474,1
62,13,3,0,[0.51639778],0,0,False,0,False,2,False,0,4.24227751220272,0
46,10,3,0,[0.34815531],0,0,False,0,False,2,False,0,4.221946673862942,0
203,36,3,0,[0.03212463],0,0,False,0,False,25,False,0,3.8951092200395285,1
21,4,2,0,[0.33333333],0,0,False,0,False,0,False,0,3.6178096843744543,0
28,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.824862957617357,0
50,8,2,0,[0.21821789],0,0,False,0,False,3,False,0,4.334177320667443,1
128,19,5,1,[0.28005602],0,0,False,0,True,3,False,0,4.823667892676774,1
38,8,3,0,[0.21821789],0,0,False,0,False,2,False,0,4.188331131693838,1
89,16,4,0,[0.14433757],0,0,False,0,False,7,False,0,4.598780274696711,0
33,5,3,0,[0.57735027],0,0,True,0,False,0,False,0,4.0259201655876415,1
45,7,3,0,[0.47140452],0,0,False,0,False,1,False,0,4.157650873722836,0
59,10,3,0,[0.38490018],0,0,False,0,False,3,False,0,4.183679812793577,1
80,9,4,0,[0.20412415],0,1,False,0,False,2,False,0,4.443742552530725,1
24,7,4,0,[0.25819889],0,0,False,0,False,1,False,0,3.6258145836939115,0
40,7,3,0,[0.47140452],0,0,False,0,False,2,False,0,4.103055907333275,0
38,7,3,0,[0.47140452],0,0,False,0,False,1,False,0,4.201231789474707,0
20,5,2,1,[0.],0,0,False,0,False,1,False,0,3.8841837197791884,1
27,7,4,1,[0.],0,0,False,0,False,1,False,0,3.7541634277688813,0
40,7,3,1,[0.],0,0,False,0,False,2,False,0,3.993942707918268,0
85,11,2,1,[0.],0,0,False,0,False,4,False,0,4.836560530588161,1
23,5,3,1,[0.],0,0,False,0,False,0,False,0,3.464234652726567,0
91,14,3,0,[0.16012815],0,0,False,0,False,2,False,0,4.34065951105869,0
87,10,3,0,[0.20412415],0,0,False,0,False,4,False,0,4.746795364209209,1
49,9,2,1,[0.18257419],0,0,False,0,True,2,False,0,4.2928547434383315,1
77,7,2,0,[0.47140452],0,0,False,0,False,3,False,0,4.58098832806082,1
38,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,4.273728829005326,1
41,7,3,1,[0.],0,0,False,0,False,2,False,0,4.031587907627833,0
118,17,3,0,[0.28867513],0,0,False,0,True,10,False,0,4.59357334684809,1
72,14,5,0,[0.34815531],0,0,True,0,False,2,False,0,4.31798993250543,1
130,19,6,0,[0.40824829],0,0,False,0,True,2,False,0,4.743758195881398,1
24,6,3,1,[0.],0,0,False,0,False,1,False,0,4.053508854797679,0
32,7,3,1,[0.],0,0,False,0,False,2,False,0,3.9886085007312415,0
34,6,3,1,[0.28867513],0,0,True,0,False,1,False,0,4.160704752887782,1
28,7,3,1,[0.],0,0,False,0,False,2,False,0,3.994680368408909,0
42,8,3,1,[0.],0,0,False,0,False,1,False,0,4.365664673284385,1
74,13,3,1,[0.16666667],0,0,False,0,False,1,False,0,4.318166244301905,0
38,8,3,1,[0.21821789],0,0,False,0,False,2,False,0,3.7904517769895283,0
51,9,3,0,[0.40824829],0,0,False,0,False,3,False,0,4.1747676869204415,1
91,13,3,1,[0.],0,0,False,0,False,2,False,0,4.061711785075967,0
64,11,3,0,[0.38490018],0,0,False,0,False,4,False,0,4.4506481953738835,0
74,13,3,0,[0.36514837],0,0,False,0,False,7,False,0,4.013027442304288,1
62,10,3,0,[0.19245009],0,0,False,0,False,4,False,0,4.219953673730878,0
26,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.979097891134804,0
110,11,3,1,[0.18257419],0,0,False,0,False,3,False,0,5.290184432621492,1
57,10,3,1,[0.20412415],0,0,False,0,False,3,False,0,4.49711868982408,0
78,12,3,0,[0.40824829],0,0,False,0,False,3,False,0,4.358556790582264,0
54,9,3,0,[0.40824829],0,0,False,0,False,2,False,0,4.508883566697834,0
24,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.7406015629507228,0
25,6,3,1,[0.],0,0,False,0,False,1,False,0,3.943465189601646,0
59,10,3,1,[0.],0,0,False,0,False,2,False,0,4.359349778498667,0
32,5,3,0,[0.57735027],0,0,True,0,False,0,False,0,3.9496987351738495,1
35,6,2,1,[0.28867513],0,0,False,0,False,2,False,0,3.9141594451455144,1
49,11,4,0,[0.38490018],0,0,False,0,False,5,False,0,4.049994855073226,1
40,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,4.068453957701921,1
26,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.8150724101159423,0
188,26,3,0,[0.30151134],0,0,False,0,True,8,False,0,5.009468168454066,1
125,18,5,1,[0.28867513],0,0,False,0,True,2,False,0,4.7365384653038465,1
39,8,3,0,[0.23570226],0,0,False,0,False,3,False,0,3.965301104622145,1
58,10,3,1,[0.16666667],0,0,False,0,False,2,False,0,4.0742204450172075,0
46,10,2,1,[0.20412415],0,0,False,0,False,5,False,0,4.237447619997661,1
32,5,3,0,[0.57735027],0,0,True,0,False,0,False,0,3.952819531114783,0
275,50,3,0,[0.08882312],0,0,False,0,False,4,False,0,4.993859065221182,1
27,7,4,0,[0.25819889],0,0,False,0,False,1,False,0,3.6241717609419575,0
53,9,2,0,[0.40824829],0,0,False,0,False,3,False,0,4.289451945930605,1
46,8,3,0,[0.47140452],0,0,False,0,True,3,False,0,4.102168956377575,1
17,5,2,1,[0.],0,0,False,0,False,1,False,0,3.5280643115840493,0
50,9,3,1,[0.],0,0,False,0,False,2,False,0,4.2961746300696415,1
27,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.782122224145306,0
27,7,3,0,[0.25819889],0,0,False,0,False,2,False,0,3.8841550945958057,0
63,10,2,0,[0.40824829],0,0,False,0,False,3,False,0,4.309127797630061,0
19,5,2,1,[0.],0,0,False,0,False,1,False,0,3.642149881636903,0
37,9,3,0,[0.21821789],0,0,False,0,False,3,False,0,3.8278475418785787,1
19,4,2,0,[0.33333333],0,0,False,0,False,0,False,0,3.616348566075163,0
26,6,3,0,[0.25819889],0,0,False,0,False,1,False,0,3.8441065448145375,1
85,14,3,0,[0.33333333],0,0,False,0,False,5,False,0,4.719899978107059,0
64,11,2,1,[0.],0,0,False,0,False,5,False,0,4.217595799344165,1
132,20,3,0,[0.12598816],0,0,False,0,False,3,False,0,4.301622105551857,0
27,7,3,0,[0.21821789],0,0,False,0,False,2,False,0,3.6898916687500076,0
98,16,4,0,[0.15430335],0,1,False,0,False,8,False,0,4.7442345039278075,1
56,10,3,0,[0.43643578],0,0,True,0,False,2,False,0,4.152976298591637,0
37,8,5,1,[0.],0,0,False,0,True,1,False,0,3.874748555216676,1
59,11,4,0,[0.19245009],0,0,False,0,False,3,False,0,4.524355498727642,0
55,9,3,1,[0.21821789],0,0,False,0,False,2,False,0,4.458252442012531,0
63,11,2,0,[0.19245009],0,0,False,0,False,3,False,0,4.101804083524978,0
30,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,4.031401845392171,0
38,6,3,1,[0.28867513],0,0,True,0,False,1,False,0,4.12873474994409,0
115,21,3,1,[0.12598816],0,0,False,0,False,3,False,0,4.386004829006068,0
51,8,3,0,[0.43643578],0,0,False,0,False,2,False,0,4.243134106881671,1
34,6,3,0,[0.51639778],0,0,False,0,False,1,False,0,3.917626443873359,1
36,6,3,0,[0.25819889],0,0,False,0,False,1,False,0,4.294653473544341,1
43,8,3,0,[0.43643578],0,0,True,0,False,1,False,0,4.111629289283939,1
42,7,3,1,[0.],0,0,False,0,False,2,False,0,4.0050635535766075,0
26,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.8150724101159423,0
26,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.6423714487439023,0
64,12,5,1,[0.18257419],0,0,True,0,False,2,False,0,4.564867633875558,1
26,7,3,1,[0.],0,0,False,0,False,1,False,0,3.7381493331928657,0
162,21,3,0,[0.11111111],0,0,False,0,False,1,False,0,4.934089917456201,1
66,10,3,0,[0.36514837],0,0,False,0,False,4,False,0,4.166918316354894,0
55,7,4,0,[0.23570226],0,1,False,0,False,1,False,0,4.0976622783587,1
42,8,3,0,[0.23570226],0,0,False,0,False,3,False,0,3.9284140071748546,1
28,6,2,1,[0.28867513],0,0,False,0,False,2,False,0,3.824862957617357,1
53,10,5,0,[0.40824829],0,0,True,0,False,1,False,0,4.371012021338791,1
94,15,3,0,[0.33333333],0,0,False,0,False,6,False,0,4.393157703517265,1
33,8,3,1,[0.23570226],0,0,False,0,False,1,False,0,4.043801694853792,1
126,30,3,0,[0.24077171],0,0,False,0,False,2,False,0,5.007712443943511,0
45,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.9468355977667766,1
37,8,3,1,[0.23570226],0,0,False,0,False,1,False,0,4.046762824854522,0
37,8,4,0,[0.21821789],0,0,False,0,False,2,False,0,4.060012149061901,1
78,14,3,1,[0.17407766],0,0,False,0,True,5,False,0,4.57675614966757,1
24,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.8239348962840563,0
54,9,2,0,[0.40824829],0,0,False,0,False,3,False,0,4.1900079935705445,1
40,8,2,0,[0.51639778],0,0,False,0,False,2,False,0,4.296439344671016,0
22,6,3,1,[0.],0,0,False,0,False,1,False,0,3.6069367321753205,0
55,9,3,1,[0.],0,0,False,0,False,2,False,0,4.100952724659746,0
124,15,3,0,[0.3086067],0,0,False,0,False,8,False,0,4.6165401003851025,1
34,7,3,0,[0.25819889],0,0,False,0,False,1,False,0,4.07674143017386,1
66,12,3,0,[0.16012815],0,0,False,0,False,5,False,0,4.069852074588732,1
49,8,2,1,[0.],0,0,False,0,False,2,False,0,4.170732548152689,1
118,17,5,0,[0.4330127],0,0,False,0,True,2,False,0,4.709726244459144,1
59,11,2,1,[0.16666667],0,0,False,0,False,6,False,0,4.372582304788943,1
60,8,3,0,[0.43643578],0,0,False,0,False,2,False,0,4.196137213706948,0
28,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,4.01218840396866,0
404,15,2,0,[0.2981424],0,0,False,0,False,4,False,0,5.1300843268452585,1
29,6,3,0,[0.28867513],0,0,False,0,False,1,False,0,3.9783335811852645,1
29,6,3,1,[0.28867513],0,0,True,0,False,1,False,0,4.021268494903765,0
77,15,3,1,[0.24618298],0,0,False,0,False,1,False,0,4.662591170919943,0
71,14,3,0,[0.34815531],0,0,False,0,False,6,False,0,4.153062353408092,0
88,10,2,0,[0.38490018],0,0,False,0,False,4,False,0,4.21559131378244,1
48,9,3,1,[0.21821789],0,0,False,0,False,2,False,0,4.082067386399956,0
119,22,3,0,[0.23570226],0,0,True,0,False,4,False,0,4.748974591925935,0
51,8,3,0,[0.23570226],0,0,False,0,False,3,False,0,4.370393420522319,1
55,9,3,0,[0.40824829],0,0,False,0,False,2,False,0,4.117254487427742,0
66,13,4,1,[0.],0,0,False,0,False,4,False,0,4.119432509287224,0
79,16,4,0,[0.32025631],0,0,False,0,False,3,False,0,4.643873356441551,0
42,5,3,1,[0.28867513],0,0,True,0,False,0,False,0,4.136248672727249,1
118,17,5,0,[0.4330127],0,0,False,0,True,2,False,0,4.595810147210012,1
112,14,3,1,[0.20412415],0,0,True,0,False,4,False,0,5.306575436437139,1
84,10,3,1,[0.25819889],0,0,True,0,False,3,False,0,5.134594321686564,1
94,11,4,0,[0.19245009],0,0,False,0,True,4,False,0,4.696490816091492,1
138,18,3,0,[0.36514837],0,0,True,0,True,5,False,0,5.390476088024772,1
30,7,3,0,[0.57735027],0,0,True,0,False,1,False,0,3.9362434129830604,0
102,19,4,0,[0.14433757],0,0,False,0,False,4,False,0,4.479503563627448,0
36,8,2,0,[0.23570226],0,0,False,0,False,2,False,0,3.9613201402110074,1
21,5,2,0,[0.28867513],0,0,True,0,False,1,False,0,3.844232898763191,1
75,13,6,0,[0.48038446],0,0,True,0,False,1,False,0,4.683306650519416,1
126,15,3,1,[0.],0,0,False,0,False,2,False,0,4.976310647931139,1
83,14,3,0,[0.19245009],0,0,False,0,False,3,False,0,4.653737968206947,0
63,9,2,0,[0.43643578],0,0,False,0,True,3,False,0,4.721826210328475,1
77,11,3,0,[0.36514837],0,0,False,0,False,1,False,0,4.667325300486182,0
32,5,3,0,[0.57735027],0,0,False,0,False,0,False,0,4.140319531114783,1
25,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.863465189601646,0
41,8,3,1,[0.],0,0,False,0,False,2,False,0,4.257078456355553,0
35,7,3,1,[0.],0,0,False,0,False,2,False,0,4.0902965033278145,0
38,10,4,0,[0.43643578],0,0,False,0,False,1,False,0,4.178738290204357,1
83,18,3,1,[0.36115756],0,0,False,0,False,1,False,0,4.674645648851641,0
35,8,2,0,[0.23570226],0,0,False,0,False,2,False,0,4.071581588126283,0
20,6,3,0,[0.28867513],0,0,False,0,False,1,False,0,3.5086949695628418,0
18,5,2,1,[0.],0,0,False,0,False,1,False,0,3.6835423624332306,0
99,12,3,1,[0.20412415],0,0,False,0,False,5,False,0,5.268881398927486,1
41,7,3,1,[0.],0,0,False,0,False,2,False,0,4.0803683954327115,0
32,8,4,0,[0.47140452],0,0,True,0,False,1,False,0,3.85845859334435,1
19,5,2,0,[0.66666667],0,0,False,0,False,1,False,0,3.576617644908665,0
64,9,3,0,[0.40824829],0,0,False,0,False,1,False,0,4.304632914624721,0
107,26,3,0,[0.21821789],0,0,False,0,False,2,False,0,4.472671301142113,1
68,11,3,0,[0.36514837],0,0,False,0,False,2,False,0,4.526595701729493,0
64,12,3,0,[0.36514837],0,0,False,0,False,5,False,0,4.271168704467279,0
47,8,3,0,[0.43643578],0,0,False,0,False,1,False,0,4.1613134590103185,0
62,11,3,1,[0.],0,0,False,0,True,4,False,0,4.187695609214749,0
49,8,3,0,[0.43643578],0,0,False,0,False,2,False,0,4.14163209988288,0
36,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.988554862192845,0
68,9,5,0,[0.54772256],0,0,False,0,True,2,False,0,4.5395454741006125,1
42,7,3,0,[0.47140452],0,0,False,0,False,1,False,0,4.0906261260393055,1
45,9,3,0,[0.47140452],0,0,False,0,False,2,False,0,4.311421641246035,0
56,8,2,1,[0.20412415],0,0,False,0,False,3,False,0,4.008335843768246,0
48,9,3,0,[0.23570226],0,0,False,0,False,1,False,0,4.230926699477595,1
39,7,3,0,[0.47140452],0,0,False,0,False,1,False,0,3.9065704878156495,0
80,11,3,1,[0.18257419],0,0,False,0,False,2,False,0,4.6544269646841405,0
43,8,3,1,[0.],0,0,False,0,False,2,False,0,4.286275219617123,0
102,17,3,0,[0.2981424],0,0,False,0,False,5,False,0,4.821601779987788,0
56,9,3,0,[0.20412415],0,0,False,0,False,1,False,0,4.507462287781333,1
121,19,6,0,[0.4330127],0,0,False,0,True,3,False,0,4.698505385603668,1
26,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.8731406795131327,0
25,7,3,0,[0.51639778],0,0,False,0,False,2,False,0,3.7638561897747245,1
75,13,2,0,[0.3086067],0,0,False,0,False,7,False,0,4.543223484830395,1
23,7,4,0,[0.25819889],0,0,False,0,False,1,False,0,3.555533151426996,0
32,8,4,0,[0.21821789],0,1,False,0,False,1,False,0,3.9917292966721747,1
55,10,3,0,[0.21821789],0,0,False,0,False,2,False,0,4.178833068298884,0
74,15,3,1,[0.24618298],0,0,False,0,False,1,False,0,4.688258432787212,0
23,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.9361804341297555,0
86,18,3,0,[0.28867513],0,0,False,0,False,8,False,0,4.526750261256851,0
36,8,5,1,[0.],0,0,False,0,False,1,False,0,3.6943856825877632,1
23,6,3,1,[0.],0,0,False,0,False,1,False,0,3.6753108689123644,0
126,15,3,0,[0.15430335],0,0,False,0,False,4,False,0,4.9493971905260095,1
47,9,3,1,[0.],0,0,False,0,False,2,False,0,4.34758766118401,0
29,7,2,0,[0.47140452],0,0,False,0,False,2,False,0,4.073329701949522,0
26,6,3,0,[0.28867513],0,0,False,0,False,1,False,0,4.103909910282364,1
45,9,3,0,[0.40824829],0,0,False,0,False,2,False,0,4.4193050406298875,0
29,6,3,1,[0.],0,0,False,0,False,1,False,0,3.857306856898129,0
121,23,3,0,[0.26490647],0,0,False,0,False,5,False,0,4.625246129433109,0
95,13,2,0,[0.34815531],0,0,False,0,True,7,False,0,4.424553309276572,1
66,11,6,0,[0.38490018],0,0,True,0,False,2,False,0,4.563354635087934,1
79,12,5,0,[0.16012815],0,0,False,0,False,2,False,0,4.527668534522996,1
45,10,5,1,[0.21821789],0,0,True,0,False,1,False,0,4.266977196801592,1
23,5,3,0,[0.28867513],0,0,False,0,False,0,False,0,3.882045108136863,0
26,6,3,0,[0.28867513],0,0,False,0,False,1,False,0,3.7381493331928657,1
31,7,2,0,[0.21821789],0,0,False,0,False,1,False,0,4.091135423220311,1
50,9,3,0,[0.43643578],0,0,True,0,False,2,False,0,4.431272380112911,1
49,11,4,1,[0.],0,0,False,0,True,3,False,0,4.10878229428213,1
52,8,3,1,[0.],0,0,False,0,False,3,False,0,4.226801439620116,0
32,7,3,0,[0.51639778],0,0,False,0,False,2,False,0,3.890319531114783,1
67,11,3,0,[0.20412415],0,0,False,0,False,5,False,0,4.40340127379721,1
22,6,3,1,[0.],0,0,False,0,False,1,False,0,3.572623663895163,0
33,8,3,0,[0.23570226],0,0,False,0,True,1,False,0,3.907734270742486,1
34,7,4,0,[0.25819889],0,0,False,0,False,1,False,0,3.8588029144615943,0
47,9,3,0,[0.40824829],0,0,False,0,False,3,False,0,4.307159266931026,1
126,18,5,0,[0.42008403],0,0,False,0,True,2,False,0,4.7524362769881074,1
46,9,3,0,[0.40824829],0,0,False,0,False,3,False,0,4.075101293381129,0
53,9,3,0,[0.40824829],0,0,False,0,False,2,False,0,4.253600351027017,1
25,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.943465189601646,0
127,19,5,0,[0.42008403],0,0,False,0,True,3,False,0,4.723249951872375,1
33,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,4.271370634378849,1
47,7,3,0,[0.23570226],0,0,False,0,False,2,False,0,4.06014563981535,0
61,11,3,1,[0.19245009],0,0,True,0,False,3,False,0,4.447073510283904,1
154,23,3,1,[0.16666667],0,0,True,0,False,5,False,0,5.289677755803848,1
57,10,3,0,[0.38490018],0,0,False,0,False,2,False,0,4.391855531929343,0
46,7,3,1,[0.23570226],0,0,False,0,False,2,False,0,4.230432750505621,0
59,9,3,0,[0.21821789],0,0,False,0,False,2,False,0,4.509868160214535,1
40,9,2,0,[0.47140452],0,0,False,0,False,3,False,0,4.206198332810095,1
92,14,3,0,[0.33333333],0,0,False,0,False,2,False,0,4.372733449439208,0
128,19,5,1,[0.28005602],0,0,False,0,True,3,False,0,4.855992899271435,1
46,10,5,1,[0.],0,0,False,0,False,3,False,0,3.741514815817076,0
36,7,3,0,[0.23570226],0,0,False,0,False,2,False,0,3.995906598484245,1
34,7,2,0,[0.51639778],0,0,False,0,False,3,False,0,3.9002708419385663,1
36,6,3,0,[0.51639778],0,0,False,0,False,0,False,0,4.2390979179887855,1
60,9,3,0,[0.40824829],0,0,False,0,False,2,False,0,4.105972054803331,0
62,10,2,0,[0.38490018],0,0,False,0,False,5,False,0,4.374645352453051,1
105,15,3,0,[0.4472136],0,0,False,0,False,5,False,0,4.502940729281091,1
84,17,4,0,[0.14002801],0,0,False,0,False,7,False,0,4.2444972267995595,1
62,10,3,0,[0.38490018],0,0,False,0,False,1,False,0,4.411474689552284,0
129,20,6,0,[0.42008403],0,0,False,0,True,3,False,0,4.732509521139323,1
68,13,4,1,[0.],0,0,False,0,False,3,False,0,4.391018040716645,0
38,6,3,1,[0.],0,0,False,0,False,1,False,0,4.188331131693837,1
47,7,2,0,[0.23570226],0,0,False,0,False,3,False,0,3.8821769594621522,0
62,10,2,1,[0.],0,0,False,0,False,2,False,0,4.179486231967407,0
26,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.8731406795131322,0
33,6,3,1,[0.28867513],0,0,True,0,False,1,False,0,4.0895524525606675,1
17,5,2,0,[0.33333333],0,0,False,0,False,1,False,0,3.572469458770136,0
70,10,2,0,[0.38490018],0,0,False,0,False,2,False,0,4.233522668312999,0
58,9,3,0,[0.43643578],0,0,True,0,False,2,False,0,4.079385900367719,0
123,18,6,1,[0.28005602],0,0,False,0,True,2,False,0,4.821375917513018,1
52,9,3,0,[0.20412415],0,0,False,0,False,4,False,0,4.065140440455372,0
18,4,2,0,[0.33333333],0,0,False,0,False,0,False,0,3.6835423624332306,0
41,11,2,1,[0.12909944],0,0,False,0,False,5,False,0,3.7360786905275067,1
22,6,3,0,[0.51639778],0,0,False,0,False,0,False,0,4.004886164091841,1
126,19,5,1,[0.28867513],0,0,False,0,True,3,False,0,4.741945083483013,1
64,10,3,1,[0.17407766],0,0,False,0,False,3,False,0,4.005598979118066,0
86,8,3,1,[0.21821789],0,0,False,0,False,2,False,0,4.696402475975257,1
54,9,3,0,[0.21821789],0,0,False,0,False,2,False,0,4.572030039553706,1
30,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.9898980954642878,0
283,43,3,1,[0.08247861],0,0,False,0,False,1,False,0,5.331735852355111,1
70,12,3,1,[0.18257419],0,0,False,0,False,3,False,0,4.26992618953895,0
96,16,2,0,[0.3086067],0,0,False,0,False,5,False,0,4.6389319046151405,0
25,6,3,1,[0.],0,0,False,0,False,1,False,0,3.723074189428569,0
58,9,3,1,[0.],0,0,False,0,False,2,False,0,4.322487029162716,0
51,8,3,0,[0.43643578],0,0,False,0,False,2,False,0,4.382730488818215,0
22,6,3,1,[0.],0,0,False,0,False,1,False,0,3.572623663895164,0
37,7,3,0,[0.47140452],0,0,False,0,False,1,False,0,3.95905708166975,0
68,14,3,0,[0.16666667],0,0,False,0,False,3,False,0,4.215400709689343,0
61,10,3,0,[0.38490018],0,0,False,0,False,2,False,0,4.284776222908656,0
56,9,3,0,[0.40824829],0,0,False,0,False,2,False,0,4.333616975397233,0
263,23,3,0,[0.33333333],0,0,False,0,False,8,False,0,4.76712714549053,1
61,12,3,1,[0.],0,0,False,0,False,1,False,0,4.762143689773636,0
76,14,3,0,[0.16666667],0,0,False,0,False,4,False,0,4.857812506973263,1
37,7,3,0,[0.51639778],0,0,False,0,False,1,False,0,4.134468568039293,1
27,6,3,0,[0.57735027],0,0,True,0,False,1,False,0,3.8282375018429557,0
29,6,3,0,[0.57735027],0,0,False,0,False,1,False,0,3.9262723741395074,0
33,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.8471282101364253,0
37,8,4,0,[0.23570226],0,0,False,0,False,2,False,0,3.872049488456949,1
101,14,3,0,[0.2981424],0,0,False,0,False,7,False,0,4.097851668035598,1
48,9,2,0,[0.40824829],0,0,False,0,False,4,False,0,4.412782031835941,1
38,7,3,0,[0.47140452],0,0,False,0,False,2,False,0,3.9649041581234927,0
88,14,3,1,[0.16012815],0,0,False,0,False,4,False,0,4.670134892428195,0
61,10,3,0,[0.43643578],0,0,False,0,False,2,False,0,4.2068272474633535,0
40,6,3,0,[0.51639778],0,0,False,0,False,1,False,0,3.9464393446710146,0
29,7,4,1,[0.],0,0,False,0,False,1,False,0,3.8573068568981284,0
17,5,2,1,[0.],0,0,False,0,False,1,False,0,3.4548223999466066,0
64,10,2,1,[0.19245009],0,0,True,0,False,2,False,0,4.101563189275507,0
34,7,4,0,[0.51639778],0,0,False,0,False,1,False,0,4.116299605701696,0
59,11,3,1,[0.14433757],0,0,False,0,False,3,False,0,4.4098658800469055,0
95,13,7,0,[0.33333333],0,0,False,0,False,2,False,0,4.716232319219168,1
127,18,5,1,[0.28005602],0,0,False,0,True,2,False,0,4.726665174140123,1
19,6,2,0,[0.33333333],0,0,False,0,False,2,False,0,3.40582225028569,1
58,10,2,0,[0.43643578],0,0,True,0,False,2,False,0,4.509035633790891,1
47,7,3,0,[0.47140452],0,0,True,0,False,2,False,0,3.9819048737862826,0
48,10,3,0,[0.40824829],0,0,False,0,False,4,False,0,4.339661719245796,1
30,6,3,1,[0.28867513],0,0,False,0,False,1,False,0,3.9395722619867226,0
92,21,2,1,[0.27216553],0,0,False,0,False,6,False,0,4.497010564630756,1
18,5,3,0,[0.28867513],0,0,False,0,False,0,False,0,3.5032583347756456,1
91,17,4,0,[0.14433757],0,1,False,0,False,5,False,0,4.48840322928817,1
57,12,4,0,[0.18257419],0,1,False,0,False,4,False,0,4.411947585047356,1
48,9,3,1,[0.],0,0,False,0,False,2,False,0,4.478308011580246,0
38,7,3,1,[0.23570226],0,0,False,0,False,1,False,0,4.181366328891459,0
127,18,5,1,[0.28005602],0,0,False,0,True,2,False,0,4.771280388644893,1
36,5,3,0,[0.57735027],0,0,True,0,False,0,False,0,3.850926572126644,0
84,10,3,0,[0.38490018],0,0,False,0,False,1,False,0,4.131578682804938,0
